chr1	16574693	16575156	2	2	1	0	5	35
chr1	16575230	16576266	2	2	1	0	16	50
chr1	16576482	16577316	2	2	1	0	4	42
chr1	16582759	16583593	2	2	1	0	4	42
chr1	16589064	16589898	2	2	1	0	8	42
chr1	16590002	16591846	2	2	1	0	11	45
chr1	45584206	45591222	1	1	1	133	0	49
chr1	45591271	45594693	1	1	1	3	0	35
chr1	45591271	45600384	1	1	1	19	0	48
chr1	45591271	45602254	1	1	1	121	0	50
chr1	45591271	45604935	1	1	1	7	0	43
chr1	45594774	45602254	1	1	1	3	0	44
chr1	45600458	45602254	1	1	1	15	0	50
chr1	45602366	45604935	1	1	1	162	0	50
chr1	45604966	45606516	1	1	1	2	0	5
chr1	45605017	45606481	1	1	1	166	0	50
chr1	45606592	45607320	1	1	1	29	0	50
chr1	45606592	45613168	1	1	1	111	1	50
chr1	45608338	45613168	1	1	1	27	0	46
chr1	45610996	45613168	1	1	1	10	0	50
chr1	45613249	45614095	1	1	1	189	1	50
chr1	45614182	45614292	1	1	1	186	0	50
chr1	45614367	45615012	1	1	1	176	0	50
chr1	45615202	45615304	1	1	1	166	0	50
chr1	45615472	45616336	1	1	1	162	0	50
chr1	45616394	45616625	1	1	1	170	0	50
chr1	45616704	45617462	1	1	1	149	0	50
chr1	45617592	45618060	1	1	1	140	0	50
chr1	120005589	120029905	2	2	1	0	6	16
chr1	120724251	120763627	1	1	1	4	0	46
chr1	120763710	120784973	1	1	1	1	6	16
chr1	120785234	120793160	1	1	1	6	4	50
chr1	120793497	120802612	1	1	1	0	4	49
chr1	120802696	120802964	1	1	1	0	4	35
chr1	120805454	120805555	1	1	1	9	10	47
chr1	120805585	120811914	0	0	1	0	1	27
chr1	120805711	120805712	0	0	1	2	0	29
chr1	120805766	120807606	1	1	1	16	24	50
chr1	120805766	120808544	1	1	1	1	0	19
chr1	120807710	120808544	1	1	1	9	28	48
chr1	120808760	120809810	1	1	1	5	60	50
chr1	120809884	120810346	1	1	1	18	8	49
chr1	120809884	120816621	1	1	1	0	2	7
chr1	120810559	120811885	1	1	1	11	50	50
chr1	120812096	120813890	1	1	1	12	0	50
chr1	120813994	120814828	1	1	1	11	39	49
chr1	120815044	120816084	1	1	1	2	131	50
chr1	120816158	120816621	1	1	1	8	91	50
chr1	120816828	120818122	1	1	1	10	16	47
chr1	120818175	120822103	1	1	1	17	0	47
chr1	120822268	120823308	1	1	1	11	1	50
chr1	120823361	120823973	1	1	1	8	16	48
chr1	120823361	120830415	1	1	1	0	1	4
chr1	120823361	120833602	1	1	1	0	3	46
chr1	120824054	120825593	1	1	1	0	97	50
chr1	120824054	120827133	1	1	1	0	96	50
chr1	120824147	120824865	1	1	1	0	74	50
chr1	120824147	120829763	1	1	1	0	74	50
chr1	120824147	120836516	1	1	1	0	63	50
chr1	120824918	120825513	1	1	1	0	5	48
chr1	120824918	120827053	1	1	1	0	5	48
chr1	120824918	120830415	1	1	1	0	81	50
chr1	120824918	120833602	1	1	1	0	40	48
chr1	120825594	120830495	1	1	1	0	13	44
chr1	120825594	120837248	1	1	1	0	13	44
chr1	120825687	120829763	1	1	0	0	3	15
chr1	120826458	120827053	1	1	1	0	1	48
chr1	120827134	120830495	1	1	1	0	14	44
chr1	120827134	120837248	1	1	1	0	14	44
chr1	120827227	120829763	1	1	0	0	3	15
chr1	120829816	120830415	1	1	1	0	95	50
chr1	120829816	120833602	1	1	1	0	44	48
chr1	120830589	120831297	1	1	1	0	90	50
chr1	120831350	120831987	1	1	1	2	100	49
chr1	120832161	120832874	1	1	1	34	150	48
chr1	120832161	120834494	1	1	1	0	19	11
chr1	120832165	120832935	1	1	1	4	3	38
chr1	120832984	120833602	1	1	1	146	62	50
chr1	120832984	120837168	1	1	1	0	49	45
chr1	120832984	120840349	1	1	1	0	16	49
chr1	120833776	120834494	1	1	1	0	102	50
chr1	120833776	120836516	1	1	1	0	102	50
chr1	120834547	120834629	1	1	1	1	45	21
chr1	120834547	120837168	1	1	1	0	143	50
chr1	120834547	120840349	1	1	1	0	4	10
chr1	120834803	120836516	1	1	1	0	19	11
chr1	120835626	120837168	1	1	1	0	50	45
chr1	120836569	120837168	1	1	1	0	146	50
chr1	120837342	120838050	1	1	1	1	89	50
chr1	120838103	120838744	1	1	1	0	100	49
chr1	120838918	120839631	1	1	1	0	114	48
chr1	120839741	120840349	1	1	1	0	16	49
chr1	144423976	144424689	2	2	1	0	30	48
chr1	144424863	144425516	2	2	1	0	75	49
chr1	144425569	144426277	2	2	1	0	59	50
chr1	144426451	144427046	2	2	1	0	21	48
chr1	144427099	144427817	2	2	1	0	8	12
chr1	144433825	144435110	2	2	1	0	11	36
chr1	144435317	144435780	2	2	1	0	39	50
chr1	144435854	144436894	2	2	1	0	23	30
chr1	144437110	144437944	2	2	1	0	4	46
chr1	145317151	145320968	2	2	1	0	2	46
chr1	145355228	145378042	2	2	1	0	2	46
chr1	145388491	145393883	2	2	1	0	5	16
chr1	145393247	145393883	2	2	1	0	6	46
chr1	145400595	145401058	2	2	1	0	1	27
chr1	145401132	145402166	2	2	1	0	9	36
chr1	145402382	145403215	2	2	1	0	16	49
chr1	146090933	146091641	2	2	1	0	2	44
chr1	146121671	146127027	2	2	1	0	1	11
chr1	146132238	146133522	2	2	1	0	10	36
chr1	146134266	146135306	2	2	1	0	32	50
chr1	146135522	146136352	2	2	1	0	6	21
chr1	146138446	146139808	2	2	1	0	49	50
chr1	146140557	146141603	2	2	1	0	16	37
chr1	146142753	146144594	2	2	1	0	12	50
chr1	146144805	146144906	2	2	1	0	9	47
chr1	146147396	146147664	2	2	1	0	4	35
chr1	146147748	146156479	2	2	1	0	4	49
chr1	146156816	146164750	2	2	1	0	4	37
chr1	146165011	146189299	2	2	1	0	6	16
chr1	146960007	146960108	1	1	1	0	5	47
chr1	146960319	146962160	1	1	1	0	5	50
chr1	146971395	146972750	1	1	1	0	2	47
chr1	146984986	146985704	1	1	1	0	1	33
chr1	146985757	146986351	1	1	1	0	2	17
chr1	146986525	146987233	1	1	1	0	22	49
chr1	146987286	146987953	1	1	1	0	36	49
chr1	146988127	146988840	1	1	1	0	1	48
chr1	146989747	146990465	1	1	1	0	1	33
chr1	146990518	146991112	1	1	1	0	2	17
chr1	146991286	146991994	1	1	1	0	22	49
chr1	146992047	146992711	1	1	1	0	36	49
chr1	146992885	146993598	1	1	1	0	1	48
chr1	148122267	148122728	2	2	1	0	8	13
chr1	148122802	148123852	2	2	1	0	45	50
chr1	148124068	148124898	2	2	1	0	10	42
chr1	148125002	148126828	2	2	1	0	18	50
chr1	148127039	148127140	2	2	1	0	6	47
chr1	148564712	148568481	2	2	1	0	6	48
chr1	148568534	148569254	2	2	1	0	3	16
chr1	148577356	148577982	2	2	1	0	2	46
chr1	148583193	148584470	2	2	1	0	14	36
chr1	148584677	148585140	2	2	1	0	76	50
chr1	148585214	148586254	2	2	1	0	120	50
chr1	148586470	148587300	2	2	1	0	29	20
chr1	148586470	148593597	2	2	1	0	29	20
chr1	148589394	148590756	2	2	1	0	50	50
chr1	148591505	148592551	2	2	1	0	5	30
chr1	148595753	148595854	2	2	1	0	7	47
chr1	148598344	148598612	2	2	1	0	4	35
chr1	148598696	148607409	2	2	1	0	4	49
chr1	148607746	148615690	2	2	1	0	2	33
chr1	148615951	148640015	2	2	1	0	6	16
chr1	149057508	149058163	2	2	1	0	1	34
chr1	149058216	149058924	2	2	1	0	1	15
chr1	149059098	149062861	2	2	1	0	13	50
chr1	149062266	149062861	2	2	1	0	17	50
chr1	149062914	149063632	2	2	1	0	22	50
