N_unmapped	18	18	18
N_multimapping	1459	1459	1459
N_noFeature	0	10249	10386
N_ambiguous	206	63	66
ENSG00000186092.6	0	0	0
ENSG00000284733.1	0	0	0
ENSG00000284662.1	0	0	0
ENSG00000187634.12	0	0	0
ENSG00000188976.11	0	0	0
ENSG00000187961.14	0	0	0
ENSG00000187583.11	0	0	0
ENSG00000187642.9	0	0	0
ENSG00000188290.10	0	0	0
ENSG00000187608.10	0	0	0
ENSG00000188157.15	0	0	0
ENSG00000237330.3	0	0	0
ENSG00000131591.17	0	0	0
ENSG00000162571.13	0	0	0
ENSG00000186891.14	0	0	0
ENSG00000186827.11	0	0	0
ENSG00000078808.17	0	0	0
ENSG00000176022.7	0	0	0
ENSG00000184163.3	0	0	0
ENSG00000160087.20	0	0	0
ENSG00000162572.21	0	0	0
ENSG00000131584.19	0	0	0
ENSG00000169972.12	0	0	0
ENSG00000127054.20	0	0	0
ENSG00000224051.7	0	0	0
ENSG00000169962.5	0	0	0
ENSG00000107404.20	0	0	0
ENSG00000162576.16	0	0	0
ENSG00000175756.13	0	0	0
ENSG00000221978.12	0	0	0
ENSG00000242485.6	0	0	0
ENSG00000235098.8	0	0	0
ENSG00000205116.3	0	0	0
ENSG00000179403.12	0	0	0
ENSG00000215915.10	0	0	0
ENSG00000160072.20	0	0	0
ENSG00000197785.14	0	0	0
ENSG00000205090.9	0	0	0
ENSG00000160075.12	0	0	0
ENSG00000228594.4	0	0	0
ENSG00000197530.12	0	0	0
ENSG00000189409.14	0	0	0
ENSG00000248333.8	0	0	0
ENSG00000189339.12	0	0	0
ENSG00000008128.23	0	0	0
ENSG00000215790.7	0	0	0
ENSG00000008130.15	0	0	0
ENSG00000078369.18	0	0	0
ENSG00000169885.10	0	0	0
ENSG00000178821.13	0	0	0
ENSG00000142609.18	0	0	0
ENSG00000187730.9	0	0	0
ENSG00000067606.17	0	0	0
ENSG00000162585.17	0	0	0
ENSG00000157933.10	0	0	0
ENSG00000116151.14	0	0	0
ENSG00000157916.20	0	0	0
ENSG00000157911.10	0	0	0
ENSG00000149527.18	0	0	0
ENSG00000157881.15	0	0	0
ENSG00000197921.6	0	0	0
ENSG00000157873.17	0	0	0
ENSG00000157870.16	0	0	0
ENSG00000142606.16	0	0	0
ENSG00000215912.12	0	0	0
ENSG00000169717.7	0	0	0
ENSG00000142611.17	0	0	0
ENSG00000130762.15	0	0	0
ENSG00000162591.16	0	0	0
ENSG00000158109.15	0	0	0
ENSG00000116213.16	0	0	0
ENSG00000078900.15	0	0	0
ENSG00000162592.10	0	0	0
ENSG00000235169.8	0	0	0
ENSG00000130764.10	0	0	0
ENSG00000116198.13	0	0	0
ENSG00000169598.15	0	0	0
ENSG00000198912.11	0	0	0
ENSG00000196581.11	0	0	0
ENSG00000131697.18	0	0	0
ENSG00000069424.15	0	0	0
ENSG00000116254.18	0	0	0
ENSG00000285629.1	0	0	0
ENSG00000116251.11	0	0	0
ENSG00000158286.13	0	0	0
ENSG00000116237.16	0	0	0
ENSG00000173673.8	0	0	0
ENSG00000158292.7	0	0	0
ENSG00000097021.19	0	0	0
ENSG00000069812.11	0	0	0
ENSG00000187017.17	0	0	0
ENSG00000215788.10	0	0	0
ENSG00000171680.22	0	0	0
ENSG00000162408.11	0	0	0
ENSG00000173662.21	0	0	0
ENSG00000204859.13	0	0	0
ENSG00000162413.16	0	0	0
ENSG00000116273.6	0	0	0
ENSG00000041988.15	0	0	0
ENSG00000007923.16	0	0	0
ENSG00000171735.19	0	0	0
ENSG00000049245.13	0	0	0
ENSG00000049246.14	0	0	0
ENSG00000049247.13	0	0	0
ENSG00000049249.8	0	0	0
ENSG00000116288.13	0	0	0
ENSG00000116285.13	0	0	0
ENSG00000162426.14	0	0	0
ENSG00000142599.19	0	0	0
ENSG00000074800.16	0	0	0
ENSG00000131686.15	0	0	0
ENSG00000197241.3	0	0	0
ENSG00000142583.18	0	0	0
ENSG00000180758.12	0	0	0
ENSG00000049239.12	0	0	0
ENSG00000171621.14	0	0	0
ENSG00000171612.7	0	0	0
ENSG00000188807.13	0	0	0
ENSG00000171608.16	0	0	0
ENSG00000171603.17	0	0	0
ENSG00000178585.15	0	0	0
ENSG00000162441.12	0	0	0
ENSG00000173614.14	0	0	0
ENSG00000162444.12	0	0	0
ENSG00000130939.20	0	0	0
ENSG00000054523.17	0	0	0
ENSG00000142657.21	0	0	0
ENSG00000251503.8	0	0	0
ENSG00000175279.22	0	0	0
ENSG00000241563.3	0	0	0
ENSG00000160049.12	0	0	0
ENSG00000142655.13	0	0	0
ENSG00000130940.15	0	0	0
ENSG00000175262.14	0	0	0
ENSG00000120948.17	0	0	0
ENSG00000277726.4	0	0	0
ENSG00000009724.17	0	0	0
ENSG00000116649.10	0	0	0
ENSG00000171824.14	0	0	0
ENSG00000198793.13	0	0	0
ENSG00000171819.5	0	0	0
ENSG00000120942.13	0	0	0
ENSG00000204624.8	0	0	0
ENSG00000116661.11	0	0	0
ENSG00000132879.14	0	0	0
ENSG00000116663.11	0	0	0
ENSG00000116670.15	0	0	0
ENSG00000162490.7	0	0	0
ENSG00000177674.16	0	0	0
ENSG00000215910.7	0	0	0
ENSG00000177000.12	0	0	0
ENSG00000011021.23	0	0	0
ENSG00000175206.10	0	0	0
ENSG00000120937.9	0	0	0
ENSG00000116685.16	0	0	0
ENSG00000083444.17	0	0	0
ENSG00000116688.16	0	0	0
ENSG00000116691.11	0	0	0
ENSG00000120949.15	0	0	0
ENSG00000028137.19	0	0	0
ENSG00000048707.15	0	0	0
ENSG00000162496.9	0	0	0
ENSG00000204518.2	0	0	0
ENSG00000188984.12	0	0	0
ENSG00000157330.10	0	0	0
ENSG00000116726.4	0	0	0
ENSG00000116721.9	0	0	0
ENSG00000239810.3	0	0	0
ENSG00000179172.9	0	0	0
ENSG00000120952.4	0	0	0
ENSG00000243073.4	0	0	0
ENSG00000187545.5	0	0	0
ENSG00000204510.5	0	0	0
ENSG00000232423.6	0	0	0
ENSG00000274764.5	0	0	0
ENSG00000277058.2	0	0	0
ENSG00000229571.7	0	0	0
ENSG00000275774.3	0	0	0
ENSG00000280267.4	0	0	0
ENSG00000179412.10	0	0	0
ENSG00000204505.4	0	0	0
ENSG00000279169.3	0	0	0
ENSG00000279804.2	0	0	0
ENSG00000270601.4	0	0	0
ENSG00000182330.10	0	0	0
ENSG00000237700.2	0	0	0
ENSG00000204501.7	0	0	0
ENSG00000204481.8	0	0	0
ENSG00000204480.8	0	0	0
ENSG00000204479.4	0	0	0
ENSG00000204478.9	0	0	0
ENSG00000162494.6	0	0	0
ENSG00000162493.16	0	0	0
ENSG00000116731.22	0	0	0
ENSG00000189337.17	0	0	0
ENSG00000171729.14	0	0	0
ENSG00000142621.19	0	0	0
ENSG00000142634.13	0	0	0
ENSG00000162438.12	0	0	0
ENSG00000142615.8	0	0	0
ENSG00000215704.10	0	0	0
ENSG00000132906.18	0	0	0
ENSG00000116138.13	0	0	0
ENSG00000116771.6	0	0	0
ENSG00000197312.12	0	0	0
ENSG00000215695.1	0	0	0
ENSG00000116786.13	0	0	0
ENSG00000162461.8	0	0	0
ENSG00000162460.7	0	0	0
ENSG00000162458.13	0	0	0
ENSG00000233954.6	0	0	0
ENSG00000065526.11	0	0	0
ENSG00000116809.11	0	0	0
ENSG00000183888.4	0	0	0
ENSG00000173641.17	0	0	0
ENSG00000186510.12	0	0	0
ENSG00000184908.17	0	0	0
ENSG00000185519.9	0	0	0
ENSG00000142627.13	0	0	0
ENSG00000142632.17	0	0	0
ENSG00000132881.12	0	0	0
ENSG00000037637.11	0	0	0
ENSG00000055070.17	0	0	0
ENSG00000187144.11	0	0	0
ENSG00000157191.20	0	0	0
ENSG00000219481.10	0	0	0
ENSG00000058453.17	0	0	0
ENSG00000117122.14	0	0	0
ENSG00000159363.18	0	0	0
ENSG00000117118.9	0	0	0
ENSG00000117115.13	0	0	0
