chr1	16574693	16575156	2	2	1	0	4	8
chr1	16575230	16576266	2	2	1	0	18	49
chr1	16576482	16577316	2	2	1	0	4	42
chr1	16582759	16583593	2	2	1	0	4	42
chr1	16589064	16589898	2	2	1	0	8	42
chr1	16590002	16591846	2	2	1	0	9	49
chr1	45584206	45588650	1	1	1	1	0	12
chr1	45584206	45591222	1	1	1	173	0	50
chr1	45588949	45591222	1	1	1	2	0	50
chr1	45591271	45600384	1	1	1	23	0	49
chr1	45591271	45602254	1	1	1	148	1	48
chr1	45591271	45604935	1	1	1	14	0	48
chr1	45594774	45602254	1	1	1	0	1	5
chr1	45600458	45602254	1	1	1	22	0	49
chr1	45602366	45604935	1	1	1	167	1	50
chr1	45604966	45606516	1	1	1	2	0	5
chr1	45605017	45606481	1	1	1	164	0	50
chr1	45606592	45607320	1	1	1	43	0	49
chr1	45606592	45613168	1	1	1	117	0	50
chr1	45608338	45613168	1	1	1	34	0	50
chr1	45610996	45613168	1	1	1	6	0	50
chr1	45613249	45614095	1	1	1	186	0	50
chr1	45614182	45614292	1	1	1	182	0	50
chr1	45614367	45615012	1	1	1	175	0	50
chr1	45615202	45615304	1	1	1	154	0	50
chr1	45615472	45616336	1	1	1	169	0	50
chr1	45616394	45616625	1	1	1	179	0	50
chr1	45616394	45616700	1	1	1	1	0	10
chr1	45616704	45617462	1	1	1	154	0	50
chr1	45616704	45618060	1	1	1	15	0	45
chr1	45617592	45618060	1	1	1	155	0	50
chr1	120005589	120029905	2	2	1	0	4	17
chr1	120724251	120763627	1	1	1	14	0	50
chr1	120763710	120784973	1	1	1	16	5	49
chr1	120785234	120793160	1	1	1	11	4	49
chr1	120793497	120793746	1	1	1	8	0	49
chr1	120793497	120802612	1	1	1	0	4	46
chr1	120802696	120802964	1	1	1	0	3	19
chr1	120805454	120805555	1	1	1	12	6	48
chr1	120805585	120811914	0	0	1	2	0	46
chr1	120805711	120805712	0	0	1	1	0	27
chr1	120805766	120807606	1	1	1	16	18	50
chr1	120805766	120808544	1	1	1	2	0	30
chr1	120807710	120808544	1	1	1	12	24	50
chr1	120808760	120809810	1	1	1	14	60	50
chr1	120809884	120810346	1	1	1	24	7	49
chr1	120809884	120816621	1	1	1	0	1	11
chr1	120810559	120811885	1	1	1	14	45	50
chr1	120812096	120813890	1	1	1	26	0	49
chr1	120813994	120814828	1	1	1	18	34	50
chr1	120815044	120816084	1	1	1	10	86	49
chr1	120816158	120816621	1	1	1	9	73	50
chr1	120816828	120818122	1	1	1	19	17	47
chr1	120818175	120822103	1	1	1	27	3	49
chr1	120818175	120823308	1	1	1	2	0	20
chr1	120822157	120823308	1	1	1	0	2	45
chr1	120822268	120823308	1	1	1	14	8	49
chr1	120823361	120823973	1	1	1	10	20	48
chr1	120823361	120830415	1	1	1	0	4	16
chr1	120823361	120833602	1	1	1	2	7	34
chr1	120824054	120825593	1	1	1	0	58	50
chr1	120824054	120827133	1	1	1	0	58	50
chr1	120824147	120824865	1	1	1	0	75	49
chr1	120824147	120829763	1	1	1	0	75	49
chr1	120824147	120836516	1	1	1	0	52	49
chr1	120824918	120830415	1	1	1	0	77	50
chr1	120824918	120833602	1	1	1	0	40	50
chr1	120825594	120830495	1	1	1	0	12	45
chr1	120825594	120837248	1	1	1	0	12	45
chr1	120825687	120829763	1	1	0	0	1	41
chr1	120827134	120830495	1	1	1	0	12	45
chr1	120827134	120837248	1	1	1	0	12	45
chr1	120827227	120829763	1	1	0	0	1	41
chr1	120829816	120830415	1	1	1	0	82	50
chr1	120829816	120833602	1	1	1	0	40	50
chr1	120830589	120831297	1	1	1	0	54	49
